time,open,high,low,close,Duong_V3_22R8_Chart
1779930000,1189.5,1189.5,1187,1188,
1779933600,1188,1189.75,1187.75,1188.75,
1779937200,1189,1190,1189,1189.75,
1779940800,1189.75,1190.5,1189.25,1189.75,
1779944400,1189.75,1191,1189.25,1190.75,
1779948000,1190.75,1194.5,1190.5,1193.75,
1779951600,1193.5,1195,1192.5,1194,
1779955200,1194,1194,1191.75,1193,
1779958800,1193,1193,1191.5,1192.25,
1779962400,1192,1195.25,1191.5,1194,
1779966000,1194,1196,1193.75,1194.5,
1779969600,1194.25,1195.25,1191.75,1192.25,
1779973200,1192,1193.5,1190.5,1192.25,
1779976800,1192,1193.25,1187.25,1191.25,
1779980400,1191.25,1193.5,1189.5,1192.5,
1779984000,1192.75,1195.5,1191,1191.25,
1779987600,1191.25,1195.5,1191.25,1194.5,
1779991200,1194.75,1196,1194,1195.75,
1780012800,1198,1198.75,1194.75,1196,
1780016400,1195.5,1198.5,1195.25,1197.25,
1780020000,1197.25,1199.25,1196.75,1198.75,
1780023600,1198.5,1199.25,1197.75,1199,
1780027200,1199.25,1199.25,1198.25,1198.75,
1780030800,1198.75,1199.5,1198.25,1199,
1780034400,1199,1199.5,1195.75,1196,
1780038000,1196,1200.25,1195.75,1199.75,
1780041600,1199.75,1200.75,1198.5,1199.25,
1780045200,1199,1199,1195.25,1196.25,
1780048800,1196.25,1200.25,1196.25,1199.5,
1780052400,1199.5,1199.75,1198,1198.25,
1780056000,1198.25,1199.25,1196.75,1198.25,
1780059600,1197.75,1198.75,1192,1194,
1780063200,1194,1194.25,1186.5,1189.25,
1780066800,1189.5,1189.5,1186,1186.5,
1780070400,1186.5,1186.75,1183.75,1184.5,
1780074000,1184.75,1185.25,1182.75,1185,
1780077600,1185.25,1187.5,1185,1186.5,
1780272000,1186.75,1190.5,1184.5,1189.75,
1780275600,1189.75,1190.5,1188,1188.75,
1780279200,1188.75,1190,1188.25,1189.5,
1780282800,1189.25,1189.5,1188.25,1189.25,
1780286400,1189.5,1189.5,1188.75,1189.25,
1780290000,1189.25,1191.75,1189,1191.5,
1780293600,1191.5,1192.25,1191,1191.75,
1780297200,1191.75,1193,1191.25,1192.25,
1780300800,1192.25,1193,1191.5,1191.75,
1780304400,1191.75,1192.75,1191.5,1192,
1780308000,1191.75,1192.75,1190.5,1190.5,
1780311600,1190.5,1191.5,1189.25,1190,
1780315200,1190,1194,1189.75,1192,
1780318800,1193,1194.5,1184.5,1186.25,
1780322400,1186.25,1190,1183,1184.75,
1780326000,1184.75,1185,1181.5,1184.5,
1780329600,1184.5,1184.75,1177.75,1179,
1780333200,1178.75,1180,1178,1180,
1780336800,1179.75,1181.5,1179,1181.25,
1780358400,1181.5,1182.75,1175.5,1176.5,
1780362000,1176.5,1178.75,1176,1177.75,
1780365600,1177.5,1179.5,1177.25,1179,
1780369200,1179.25,1180,1178.75,1179.25,
1780372800,1179.25,1180,1179,1180,
1780376400,1180,1180.5,1179,1179.5,
1780380000,1179.75,1180.25,1178.25,1179.25,
1780383600,1179.5,1180.25,1178.75,1179.25,
1780387200,1179.25,1179.75,1177.5,1178,
1780390800,1177.75,1178,1176.25,1176.5,
1780394400,1176.25,1177.75,1175.5,1176,
1780398000,1175.75,1178.25,1174.75,1178,
1780401600,1178,1179,1176.75,1177.25,
1780405200,1178.5,1178.5,1164.75,1165,
1780408800,1165,1166.25,1163,1166,
1780412400,1166,1174,1165.5,1168.25,
1780416000,1168.25,1170,1167,1168.75,
1780419600,1168.75,1170.25,1166.25,1166.25,
1780423200,1166.5,1166.5,1164.25,1164.5,
1780444800,1167.5,1167.5,1161.5,1164.25,
1780448400,1164.25,1168,1163.75,1166.5,
1780452000,1166.5,1167.25,1166,1167,
1780455600,1167.25,1169.25,1166.75,1168.25,
1780459200,1168.25,1168.75,1167.75,1167.75,
1780462800,1167.75,1169.25,1167.25,1169,
1780466400,1169,1169.75,1167.75,1168,
1780470000,1168,1168.75,1166.75,1167.25,
1780473600,1167.25,1169.75,1167,1168,
1780477200,1168,1169.75,1167.5,1169.25,
1780480800,1169.25,1170.25,1169,1169,
