time,open,high,low,close,Duong_V3_22R8_Chart
1752624000,538.25,543.5,533.5,541.25,
1752710400,541,542.75,532,533.5,
1752796800,533.5,550.25,533,546.25,
1753056000,546,549.5,541,542.25,
1753142400,541.75,552.75,536.75,549.5,
1753228800,548.25,552.25,540,540.5,
1753315200,540.75,546,535,541.5,
1753401600,541,544,534,538.25,
1753660800,536.5,540,532.25,538.5,
1753747200,538.25,539,526,529.75,
1753833600,529.75,532,523.25,523.75,
1753920000,523.25,525.75,516.75,523.25,
1754006400,523,526,516.25,516.75,
1754265600,517.5,523,513,516.75,
1754352000,516.75,517.5,507,508.25,
1754438400,508.25,509.5,504,508.5,
1754524800,508.5,520,508.5,518.25,
1754611200,518,521.75,513.75,514.5,
1754870400,516.5,523.25,513.25,515,
1754956800,514.25,515,503.25,505,
1755043200,505,510.75,502.25,507.25,
1755129600,506.25,508.75,500.75,503.5,
1755216000,504,508.25,502.25,506.5,
1755475200,526.5,530,521.75,525,
1755561600,525,525,519.5,521.25,
1755648000,521,530.75,517.25,528.25,
1755734400,529,534.25,525.25,529.75,
1755820800,529.25,532,526.5,527.25,
1756080000,527.75,535.5,526.75,529.75,
1756166400,529.75,534.5,527,531.75,
1756252800,531.25,532.75,523.25,524.25,
1756339200,524.25,530,520.25,529,
1756425600,529,534.75,527,534.25,
1756771200,530.5,532,522.25,528.25,
1756857600,528.25,530,521.75,522,
1756944000,522,522.5,514.5,519.5,
1757030400,520.25,523.5,518,519.25,
1757289600,519,524.5,516.25,523.75,
1757376000,524,525,519.25,520.25,
1757462400,520,522.25,514.75,515,
1757548800,515.25,522.25,512,521.5,
1757635200,520.75,524,515.25,523.5,
1757894400,522.75,529.25,520.25,525,
1757980800,525,534.5,524,534,
1758067200,533.5,535.75,526,528.25,
1758153600,528.25,532.25,523,524.25,
1758240000,525,526.75,520.25,522.5,
1758499200,522.25,523,508.5,510.75,
1758585600,511,521,507.25,520.5,
1758672000,520.5,524.5,519,519.5,
1758758400,520.5,527.5,518.25,527,
1758844800,526.25,527.75,518.75,519.75,
1759104000,519,522.5,516.75,519.5,
1759190400,519.5,519.75,506.75,508,
1759276800,508,510.25,502,509.25,
1759363200,509,516,508.25,514.75,
1759449600,514,518.5,512.75,515.25,
1759708800,515.25,518.25,512,512.75,
1759795200,513,514.25,505.75,506.75,
1759881600,507,508.75,503.75,507.25,
1759968000,508,513.5,506.5,506.5,
1760054400,508.5,509.5,496.75,498.5,
1760313600,499.25,501.75,494.5,496.75,
1760400000,498.5,501.75,492.25,500.25,
1760486400,501,501.25,494.75,498.75,
1760572800,500,503.75,495.25,502.5,
1760659200,502.25,505,500.25,503.75,
1760918400,505,507.25,502,504.75,
1761004800,504.75,506.25,498,500.25,
1761091200,501.75,505.5,498.25,503.75,
1761177600,504.75,513.5,502.5,513,
1761264000,512,515.5,509.75,512.5,
1761523200,517,530.5,516.75,526,
1761609600,524,535,524,529,
1761696000,528.5,533.75,526.75,532.25,
1761782400,533.25,535.5,520.25,524.25,
1761868800,524.25,534.25,517.25,534,
1762131600,534,545,531.25,543.5,
1762218000,542.75,550.5,539.75,550.25,
1762304400,549.5,555,546.25,554.75,
1762390800,552.75,554.5,534.5,535.5,
1762477200,535.5,537.5,526.25,527.75,
1762736400,528,537.25,527.5,535.75,
1762822800,535.75,539,531.25,536,
1762909200,536,536.75,527.5,536,
1762995600,536.25,539.25,530.75,535.75,
1763082000,552.25,558.75,539.5,541.5,
1763341200,541,559.75,540.5,558.5,
1763427600,558,563.25,554.5,559,
1763514000,558.75,562.5,548.5,549.5,
1763600400,549.25,555.25,539.75,540.75,
1763686800,541.5,545,535.75,539.75,
1763946000,540.75,541.75,531.75,534.75,
1764032400,534.75,540.5,532.5,539.25,
1764118800,538.5,544.75,535.75,540.5,
1764340200,540.5,542.75,534.75,538.5,
1764550800,539,541.75,532.5,535,
1764637200,535,544.5,529.75,541,
1764723600,541,542.5,537.25,538.25,
1764810000,538.75,541.75,531.5,540.25,
1764896400,539.75,541.75,534.25,535.75,
1765155600,535.25,540,532.5,534.75,
1765242000,535.5,537.75,531.25,534.5,
1765328400,534,535,525.25,529.5,
1765414800,529.75,534.75,529.25,533.5,
1765501200,534.75,536,529,529.25,
1765760400,529.5,529.5,519.5,520.75,
1765846800,521,522.25,507.5,509.5,
1765933200,510.75,511.5,504,506.25,
1766019600,507.75,510.75,505.5,507.75,
1766106000,507.75,511.25,505.5,509.75,
1766365200,511,518.25,510,515.5,
1766451600,514.25,518.75,513.75,517,
1766538000,518.5,525,518,521.75,
1766759400,522.5,524.5,517,519,
1766970000,518,521,512,513,
1767056400,512.75,515.5,510,510.75,
1767142800,510.25,512,506,507,
1767364200,506.5,508.5,501.5,506.5,
1767574800,507.25,514.5,505.75,512.5,
1767661200,512.75,515,510,510.5,
1767747600,510.5,520.25,509.25,518,
1767834000,518.75,522.75,515.75,518,
1767920400,519.75,521.25,513.75,517.25,
1768179600,517.25,528,507,511.25,
1768266000,512.25,513.75,507,510.5,
1768352400,512,514.5,508,512.5,
1768438800,512.5,517.25,509.75,510.5,
1768525200,511,521,510.25,518,
1768870800,518.25,520.25,509.5,510.25,
1768957200,510.75,516.75,507,507.75,
1769043600,508.25,517,507.75,515.5,
1769130000,515,530.5,514.75,529.5,
1769389200,532,533.25,521.5,522.5,
1769475600,522.5,525.5,519.25,523.25,
1769562000,523.25,541.25,523,536,
1769648400,536,544.25,533.75,541.5,
1769734800,541.25,544.75,533.5,538,
1769994000,539.5,540,525.75,527.75,
1770080400,528.25,531,525,528.75,
1770166800,529.25,531.75,522.25,526.75,
1770253200,527,536.5,522.75,535.25,
1770339600,534.75,539.25,527.5,529.75,
1770598800,530.5,531.5,525.5,528.75,
1770685200,527.25,531.25,524.5,528.25,
1770771600,529.75,540,528,537.25,
1770858000,537.25,553.5,536,552.5,
1770944400,558.25,558.75,548,548.5,
1771290000,548,548,538.75,542.5,
1771376400,542.5,554,542.25,552.5,
1771462800,552,570,550.5,566.75,
1771549200,567.5,582,564.5,580.25,
1771808400,578,583.5,573,573.75,
1771894800,574,579,570.25,573.25,
1771981200,572.25,575.75,563.5,569.75,
1772067600,569.75,575.75,567.75,574.5,
1772154000,574,597,573.25,591.5,
1772413200,600.5,603.75,574.75,577.25,
1772499600,576,585.75,569,574,
1772586000,574,577,564.5,568.25,
1772672400,568.25,586,568,583.75,
1772758800,585.25,618.5,583.75,616.75,
1773014400,625,641.75,601.25,603.25,
1773100800,600,604.5,583.75,591,
1773187200,592.5,604.25,589.25,594.75,
1773273600,599.5,613,596,598.5,
1773360000,599,614.25,594.25,613.75,
1773619200,609.25,613.75,594.5,597.25,
1773705600,597.25,607.25,586.75,589.75,
1773792000,590,607.75,586,604.25,
1773878400,608.25,616,600.5,608,
1773964800,608,609.25,594.75,595.25,
1774224000,596.5,606.5,577.75,587.75,
1774310400,591,596,582.5,590,
1774396800,589,599.5,579.25,597.75,
1774483200,599.5,607.75,593,605,
1774569600,605,613.25,599.25,605,
1774828800,607.75,612,597.75,607,
1774915200,609.75,625,605.25,616.25,
1775001600,618,622.75,593.25,597.5,
1775088000,597.5,609.25,594,598.25,
1775433600,599,600.5,588.5,595.25,
1775520000,595.75,600.5,588,598,
1775606400,589,589,577,580.25,
1775692800,580,588.75,570,574.5,
1775779200,572.75,577.75,567.5,571,
1776038400,580,589.5,576.25,582.25,
1776124800,581.5,594.25,578.5,592,
1776211200,592,597,585.25,593.75,
1776297600,593,610,590.75,598.5,
1776384000,605,610,590.5,599.25,
1776643200,604.25,611.75,598.5,606,
1776729600,607,614.5,601.5,612.75,
1776816000,614,620.5,606.5,607,
1776902400,608,622.25,607.25,620.25,
1776988800,622,625.25,611,616.75,
1777248000,618,631.5,617,629.75,
1777334400,629,659.5,627,657.75,
1777420800,657,671.5,652.25,653,
1777507200,652.25,657.75,634.75,636.75,
1777593600,637.75,644.75,632.75,637.75,
1777852800,637,643.25,631.75,641,
1777939200,641.25,650.25,624,627.75,
1778025600,627.25,628.25,606.75,617.25,
1778112000,617.5,618.75,605.25,612.25,
1778198400,613.25,620.75,608.5,619,
1778457600,622,636,620,634,
1778544000,639.25,679,636.75,679,
1778630400,679.5,683.25,667,675.5,
1778716800,673,688.25,650.25,658,
1778803200,658.25,663.5,631.5,635.75,
1779062400,647.5,666,646,664.5,
1779148800,666,679.5,661,667.25,
1779235200,668.25,672.75,655.5,660.5,
1779321600,660.75,660.75,645.25,647.5,
1779408000,650,654,642.25,646.25,
1779753600,640,645.25,634.75,635.5,
1779840000,636.5,638.75,620.75,622.5,
1779926400,622.25,628,618,624,
1780012800,626.25,628,609.25,610.5,
1780272000,613,619.5,606.5,608.75,
1780358400,609.25,610.25,599.25,603,
1780444800,603,606.75,585.5,587.25,
1780531200,587,590.5,579.25,581.75,
1780617600,581.75,587.25,578,580,
