Time,Open,High,Low,Close,Volume,OpenInterest,EMA_21,EMA_50,Volatility,Signal,RSI,ATR,S1,S2,R1,R2
2026-04-14 07:00,483.5,487.5,482.75,483.5,13807.0,0,483.5,483.5,4.75,Neutral,100.0,4.75,496.75,441.0,558.764424562058,564.0
2026-04-15 07:00,483.0,491.75,483.0,491.0,9061.0,0,484.18181818181813,483.79411764705884,8.75,Bullish,100.0,5.283333333333334,496.75,441.0,558.764424562058,564.0
2026-04-16 07:00,491.0,494.0,489.25,490.25,9514.0,0,484.7334710743801,484.04728950403694,4.75,Bullish,99.23664122137404,5.212222222222223,496.75,441.0,558.764424562058,564.0
2026-04-17 07:00,489.25,491.5,484.75,491.0,10989.0,0,485.3031555221637,484.31994481760415,6.75,Bullish,99.24286546301688,5.417259259259261,496.75,441.0,558.764424562058,564.0
2026-04-20 07:00,490.25,494.5,489.0,493.5,10019.0,0,486.048323201967,484.6799469816197,5.5,Bullish,99.26439650044253,5.428291358024693,496.75,441.0,558.764424562058,564.0
2026-04-21 07:00,492.25,497.25,492.25,495.75,8846.0,0,486.93029381996996,485.1140667078307,5.0,Bullish,99.2841277513183,5.371185843621401,496.75,441.0,558.764424562058,564.0
2026-04-22 07:00,494.75,498.5,494.5,495.75,11310.0,0,487.73208529088174,485.53116213105307,4.0,Bullish,99.2841277513183,5.188361064471881,496.75,441.0,558.764424562058,564.0
2026-04-23 07:00,494.75,498.0,494.0,496.5,8797.0,0,488.5291684462561,485.9613126357177,4.0,Bullish,99.29147482223038,5.029912922542296,496.75,441.0,558.764424562058,564.0
2026-04-24 07:00,496.5,498.75,496.0,498.0,12650.0,0,489.39015313296005,486.4334180225523,2.75,Bullish,99.30679815018432,4.72592453286999,496.75,441.0,558.764424562058,564.0
2026-04-27 07:00,497.0,503.0,497.0,503.0,13027.0,0,490.6274119390546,487.0830879040209,6.0,Bullish,99.35673820298088,4.895801261820658,496.75,441.0,558.764424562058,564.0
2026-04-28 07:00,502.0,508.75,502.0,508.75,17978.0,0,492.27491994459507,487.9327707313142,6.75,Bullish,99.40943001999358,5.14302776024457,496.75,441.0,558.764424562058,564.0
2026-04-29 07:00,507.0,512.0,507.0,510.5,18093.0,0,493.9317454041773,488.8177601143999,5.0,Bullish,99.4248710245427,5.1239573922119614,496.75,441.0,558.764424562058,564.0
2026-04-30 07:00,509.25,512.0,505.25,507.25,17271.0,0,495.14249582197937,489.5405930510901,6.75,Bullish,94.48411964647272,5.3407630732503675,496.75,441.0,558.764424562058,564.0
2026-05-01 07:00,506.0,514.25,505.25,511.5,23984.0,0,496.6295416563449,490.4017462647729,9.0,Bullish,94.84488635987417,5.828661330150319,496.75,441.0,558.764424562058,564.0
2026-05-04 07:00,510.0,517.25,509.5,517.25,29274.0,0,498.5041287784953,491.45461896027206,7.75,Bullish,95.29340646447613,6.0848398194636095,496.75,441.0,558.764424562058,564.0
2026-05-05 07:00,515.75,518.25,510.25,513.5,16041.0,0,499.86738979863213,492.31914370692806,8.0,Bullish,89.80564275555813,6.340194510201795,496.75,441.0,558.764424562058,564.0
2026-05-06 07:00,511.0,512.25,500.75,503.25,24313.0,0,500.1748998169383,492.74780473802895,11.5,Bullish,76.78874734457767,7.194835242174889,496.75,441.0,558.764424562058,564.0
2026-05-07 07:00,502.75,504.25,496.75,502.75,27260.0,0,500.40899983358025,493.14004768947876,7.5,Bullish,76.20846702999962,7.235523876551571,496.75,441.0,558.764424562058,564.0
2026-05-08 07:00,501.5,508.25,500.5,507.0,15363.0,0,501.0081816668911,493.68357523106783,7.75,Bullish,77.74774777852218,7.304120693011361,496.75,441.0,558.764424562058,564.0
2026-05-11 07:00,506.75,512.0,506.75,511.5,18674.0,0,501.9619833335374,494.3822585553397,5.25,Bullish,79.27659731162473,7.03023793394318,496.75,441.0,558.764424562058,564.0
2026-05-12 07:00,511.0,516.25,507.25,515.25,31060.0,0,503.1699848486703,495.2006013570911,9.0,Bullish,80.48016455823733,7.29287287608409,496.75,441.0,558.764424562058,564.0
2026-05-13 07:00,513.25,519.5,513.25,516.0,16661.0,0,504.33634986242754,496.0162640489699,6.25,Bullish,80.72132230434077,7.153823159272878,496.75,441.0,558.764424562058,564.0
2026-05-14 07:00,514.0,518.25,502.5,504.75,25114.0,0,504.37395442038866,496.35876349802993,15.75,Bullish,67.29173330740353,8.299980071369827,496.75,441.0,558.764424562058,564.0
2026-05-15 07:00,505.0,510.0,494.5,495.5,28725.0,0,503.56723129126243,496.3250864981072,15.5,Bullish,58.65146528994378,9.259982728520516,496.75,441.0,558.764424562058,564.0
2026-05-18 07:00,506.5,512.25,502.75,511.5,35454.0,0,504.28839208296586,496.9201811452403,9.5,Bullish,66.63239473947561,10.258651698051114,496.75,441.0,558.764424562058,564.0
2026-05-19 07:00,511.5,514.0,508.0,511.25,21304.0,0,504.921265529969,497.4821348258191,6.0,Bullish,66.41668227792867,9.6908314716443,496.75,441.0,558.764424562058,564.0
2026-05-20 07:00,511.5,513.0,500.25,503.25,24144.0,0,504.7693322999718,497.7083256169635,12.75,Bullish,59.75065419271614,10.098720608758393,496.75,441.0,558.764424562058,564.0
2026-05-21 07:00,502.5,505.5,497.75,499.25,17476.0,0,504.26757481815616,497.76878343590613,7.75,Bullish,56.687077767074825,9.78555786092394,496.75,441.0,558.764424562058,564.0
2026-05-22 07:00,499.0,504.25,498.0,500.75,14143.0,0,503.94779528923283,497.8856938894,6.25,Bullish,57.56573341673518,9.314150146134082,496.75,441.0,558.764424562058,564.0
2026-05-26 07:00,495.75,501.25,494.25,496.5,19867.0,0,503.27072299021165,497.8313529525608,7.0,Bullish,54.21017805610167,9.005596793316204,496.75,441.0,558.764424562058,564.0
